uuid,user_id,title,description,poll_type,poll_category,created_at,updated_at
f6cc4a1f-2ee2-4786-ab67-02d1ebfc5ca5,8949625c-ecff-4504-9a6a-d3ab580b0f79,eget eros elementum pellentesque quisque porta volutpat erat quisque,ligula sit amet eleifend pede libero quis orci nullam molestie,SINGLE_CHOICE,EVENTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
6eacafd9-1466-4d9f-92be-2830f26d6715,fd2ba29f-5ca4-4fdb-b6c0-93aa748b327c,justo maecenas rhoncus aliquam lacus,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,MULTIPLE_CHOICE,EDUCATION,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
8b7cdff4-5e5c-416f-858a-6ecd767118e7,7ab3dc97-62db-4857-aa08-2313cf98654b,bibendum imperdiet nullam orci pede venenatis,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,MULTIPLE_CHOICE,ENTERTAINMENT,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
b6c8c29f-662f-4521-b1c0-ba5196ced1c8,93de3d5c-0ccb-42ef-a24a-4b21c30b743d,ut rhoncus aliquet pulvinar sed nisl,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,MULTIPLE_CHOICE,EDUCATION,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
6b1e42ba-c539-415b-9030-3859c50c3d6f,f7205eb7-f9a9-4bfd-84a4-26f9b4dec0ff,auctor gravida sem praesent id,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,MULTIPLE_CHOICE,SPORTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
bb727706-1b97-4a26-b619-5e58a4b525b1,50ad756b-c44a-4f3a-b02e-622dcfacb845,ultrices erat tortor sollicitudin mi sit amet lobortis sapien,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,MULTIPLE_CHOICE,EDUCATION,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
9f588594-9cc6-4191-8776-5f8373cd5efd,8d637c68-6353-4114-be00-7b8995f0718d,sed tincidunt eu felis fusce posuere felis,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,MULTIPLE_CHOICE,LIFESTYLE,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
ef272335-8c93-4622-af60-6b2d56bec930,cc314002-3895-4575-85c0-08572e3905cf,duis aliquam convallis nunc proin at,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,MULTIPLE_CHOICE,SPORTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
40241e27-25d4-45b6-ad71-588c6c42e218,769c5314-59c4-4d51-8362-5ed2758d6955,nunc commodo placerat praesent blandit,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst,SINGLE_CHOICE,LIFESTYLE,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
544b807c-0aec-40ae-9815-ee87effba93c,fa056b88-9414-4c4e-aca8-c741485d2184,rutrum rutrum neque aenean auctor gravida sem praesent,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,MULTIPLE_CHOICE,LIFESTYLE,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
e3a7dfe7-32ed-41c1-a20f-034ce8ee2ed9,6f995bd4-3d7e-4d12-afcb-f9fd35289b58,nonummy integer non velit donec diam neque vestibulum eget vulputate,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,MULTIPLE_CHOICE,TECHNOLOGY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
555e0fe1-69a3-462e-b496-21d6ab7a6aa4,d68c5b00-a706-4cde-b530-a5f86ff1b037,elementum eu interdum eu tincidunt in leo maecenas pulvinar,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non,SINGLE_CHOICE,EVENTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
26d08d85-fc93-4367-aa0f-3afc211c5c42,584deeaf-e757-46a8-8345-54cf4b04e2d5,in eleifend quam a odio in hac,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,SINGLE_CHOICE,BUSINESS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
b075f327-5e84-41f3-83a4-68c85ea79c66,fd34b619-0e96-4439-a713-263c90343e59,vestibulum vestibulum ante ipsum primis in faucibus,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,SINGLE_CHOICE,SPORTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
cc5f8a04-fddb-4c0c-8763-04fd76caa312,2bed0b41-4e2e-4ce0-9278-b8c663759a10,sagittis dui vel nisl duis ac nibh,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,SINGLE_CHOICE,LIFESTYLE,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
ec9921e1-f91c-4672-91f6-0a9e5b54b6e9,cb9e41e4-ad37-4ae6-9e8c-0221ea8224cb,suspendisse potenti cras in purus eu magna,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,MULTIPLE_CHOICE,EVENTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
8997a3c8-c78a-4407-ac5c-dba803740c10,d2943ad0-5a5e-473d-968f-cd0a1725edf9,sociis natoque penatibus et magnis dis parturient,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo,SINGLE_CHOICE,BUSINESS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
cd1e0d56-2ee1-4241-be19-ead3f59f1339,91c118f8-c0e0-441e-bfb7-8c56d081ed29,mauris morbi non lectus aliquam sit amet diam,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,SINGLE_CHOICE,SPORTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
2e7c7451-8f66-4aad-969b-397d69aa2b1d,c0de3fd8-0e99-4769-9c7b-5a2fdf224d43,justo lacinia eget tincidunt eget tempus vel,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,SINGLE_CHOICE,EDUCATION,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
2d1a4383-b18b-4efc-8dbd-21c3f5a6f097,51926bc7-d9cb-4df2-8bed-77ada5baad8a,molestie nibh in lectus pellentesque at,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,MULTIPLE_CHOICE,TECHNOLOGY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
03898166-c044-46db-98ce-6cf953e83c7f,b2c2c100-3c04-4de0-96b6-409dac8e35cc,ante vivamus tortor duis mattis egestas metus aenean fermentum donec,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,MULTIPLE_CHOICE,LIFESTYLE,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
105bf3cc-9abe-4974-a9c0-0d3e34dac2f3,f48977c9-0c6b-40a5-92f7-388bb220d42f,viverra pede ac diam cras pellentesque,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,MULTIPLE_CHOICE,EDUCATION,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
0c7a617b-1ad4-4e7c-bee7-cf159db49cda,67e86a48-b709-42d4-8192-c0c2c3cb3561,proin interdum mauris non ligula,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,MULTIPLE_CHOICE,ENTERTAINMENT,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
4c7f58d8-d6f8-40be-81d6-f02d11fa3f91,38a543f9-4e45-4e14-9d52-4d07f0b5d7d0,libero convallis eget eleifend luctus ultricies eu,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius,SINGLE_CHOICE,TECHNOLOGY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
2267b49e-2780-4902-a97a-cb877339081a,1849ae47-6d88-491d-b30f-b4c4c3a6f3a5,orci vehicula condimentum curabitur in,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,SINGLE_CHOICE,SPORTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
fc5fc628-d17e-4eb6-a0d4-87a0c13f9602,2a99e958-1d02-4d4e-b4de-0e902c817931,lobortis ligula sit amet eleifend pede libero,sapien sapien non mi integer ac neque duis bibendum morbi,MULTIPLE_CHOICE,SPORTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
568b840a-588a-48e2-9646-8ab1fa31eda1,b2331d42-bc8a-4f43-839d-7127c0a6b831,fermentum justo nec condimentum neque sapien placerat ante nulla justo,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,SINGLE_CHOICE,BUSINESS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
346c296c-71cd-4c8f-b6b4-9e7613b005cd,06654695-23fb-499e-a64d-bc8f15686c47,fermentum justo nec condimentum neque sapien placerat ante,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,SINGLE_CHOICE,SPORTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
998f8458-150d-4054-9e06-3bd21cbdf527,a3150301-f31f-47cf-a1b4-73ed7da97cb5,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate,MULTIPLE_CHOICE,BUSINESS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
ce983b51-526e-4679-b196-57e989567bfc,3ddb1a20-7f9b-43f4-8aba-829e69891289,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse,MULTIPLE_CHOICE,BUSINESS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
2f13bbe6-2db8-47ea-8b92-63eceb1c1939,a36a0479-c970-4e28-84c3-ac6f6727fa92,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus,MULTIPLE_CHOICE,ENTERTAINMENT,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
a710fd4e-cbec-4abb-bd34-d1ff1a805168,dbca2d07-c557-4c1a-b362-50c499e308ea,lobortis est phasellus sit amet erat nulla tempus vivamus in,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,SINGLE_CHOICE,TECHNOLOGY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
96fd73ac-9c12-4fb9-82dd-a39d1cd4d4c0,588df4a6-404f-482e-961e-98ea23de9955,amet nulla quisque arcu libero rutrum ac lobortis,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,SINGLE_CHOICE,BUSINESS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
17d35705-986c-4c02-9272-5144d88f3231,6bdf30b6-ec61-4ef2-950b-429eb5f7090b,quis orci nullam molestie nibh,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,MULTIPLE_CHOICE,ENTERTAINMENT,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
342f37dd-d524-4a02-9d49-5ead8e4b6cb5,299fdc5b-808f-4389-8765-da5f3eb19a34,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,MULTIPLE_CHOICE,SPORTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
ba56aa22-d3a1-48f9-90dd-965f96829c7f,52413055-ebbf-4ad7-acbc-99cfe3d86a79,rutrum neque aenean auctor gravida sem praesent id massa id,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,SINGLE_CHOICE,EDUCATION,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
0b3f5b92-c2db-4d4f-a146-d14c5bbc03cf,adc92744-c02e-42b4-b8a1-54071c4cdcab,eu est congue elementum in hac habitasse platea,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,MULTIPLE_CHOICE,SPORTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
b3aba604-b33a-42e7-abae-b3ce20587d58,f570147b-bcbe-41ba-ba48-c106b2db0ee4,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,MULTIPLE_CHOICE,COMMUNITY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
ec2874c9-368f-47a2-852a-408170eb47bd,a278a32b-3333-4205-ad5c-d8c8a3694ea2,nulla dapibus dolor vel est,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,SINGLE_CHOICE,ENTERTAINMENT,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
38f80514-1c23-4816-b008-5276edbed52d,725f7e11-a2e4-4bd6-8902-eb84d5b4581b,odio in hac habitasse platea dictumst maecenas ut massa,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,SINGLE_CHOICE,LIFESTYLE,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
de2c04f1-94dd-4966-8501-050c1b246e68,0565b053-5a1a-4368-804a-9b5441d0dc2b,nisi eu orci mauris lacinia sapien,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,MULTIPLE_CHOICE,ENTERTAINMENT,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
412ab5b5-5c4b-4009-b2aa-09333c3bac00,c26045dc-225f-422a-9ccd-a3d63517f7e8,quisque ut erat curabitur gravida nisi at nibh,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,SINGLE_CHOICE,BUSINESS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
c9bb5010-0455-4597-9413-d68d13a01602,91cfacd3-6d2a-47da-b291-cd386e619510,orci luctus et ultrices posuere cubilia curae duis faucibus,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,SINGLE_CHOICE,COMMUNITY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
cb357533-7a94-46de-85a9-32991388f986,a78651d8-1e1a-450a-b1f1-4f5ef59730ab,nam congue risus semper porta volutpat quam pede lobortis ligula,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,SINGLE_CHOICE,BUSINESS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
a177d7ad-25b8-41a8-bba6-f4383a521bdc,e6e44b1f-f43f-4717-98e2-30f0142cb56c,integer aliquet massa id lobortis convallis tortor risus,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,MULTIPLE_CHOICE,EVENTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
606a1d87-7003-4054-9830-4408dc20cc2d,8704fd56-9b46-42dc-9bc4-260a2ba092fb,dui luctus rutrum nulla tellus in,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,SINGLE_CHOICE,SPORTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
e2a80a7f-eb4b-4ee0-a784-2a1a33ecfd68,eceae5f5-854c-4abe-96fb-e55157dda3b8,lobortis est phasellus sit amet erat nulla,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,SINGLE_CHOICE,EDUCATION,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
118e8a7b-0e06-43ca-941c-95d93faff8f9,c6cf8801-6407-4805-af48-401d9feca4bd,nisl ut volutpat sapien arcu sed augue,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,MULTIPLE_CHOICE,EVENTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
d39fd8f3-a4fb-463a-ad05-13acb8400e19,777ac03f-38dc-425f-ac90-018e3e36a73d,porta volutpat erat quisque erat eros viverra eget,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,MULTIPLE_CHOICE,LIFESTYLE,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
ceaafa1e-ef47-44dc-8ff8-29b78190534a,8251769e-7a1e-4959-be3c-884ec1129c0c,quisque ut erat curabitur gravida nisi at nibh in hac,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam,SINGLE_CHOICE,COMMUNITY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
d8e1895d-d76b-4f6c-8d41-7e31f3c0cde8,aeb6245f-8019-4143-86ca-22503af8883a,varius ut blandit non interdum in,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,SINGLE_CHOICE,TECHNOLOGY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
f19b17ba-f662-4b83-b9b4-cd8cbc113553,5c3c33ce-795f-4683-84ba-b99b31a2391c,interdum in ante vestibulum ante ipsum primis,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer,MULTIPLE_CHOICE,EDUCATION,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
52de13ba-8aed-460e-8d8b-a5cfd1d17471,3e32bbe6-cc81-4f21-95af-fc4e8ac326df,quis odio consequat varius integer ac leo pellentesque,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,SINGLE_CHOICE,COMMUNITY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
21c28ce8-fe4f-4c74-97c7-44cb3b9fabb8,1bb52733-303f-4a88-8b7e-fda0f3e1a8b0,porta volutpat erat quisque erat eros viverra eget congue eget,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,MULTIPLE_CHOICE,EDUCATION,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
f182420e-31bd-4bbc-a4da-bb8d710d1f8e,2102fb45-bf8e-4b19-a55a-a2741b6d9f2a,aenean auctor gravida sem praesent id,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,SINGLE_CHOICE,EDUCATION,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
bd37a970-6844-4a23-b8f9-45ef6b042a63,ca61810f-6f58-4af9-9547-51f54ed5aa0a,odio odio elementum eu interdum eu tincidunt in leo,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,SINGLE_CHOICE,TECHNOLOGY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
89437768-b37d-4add-957d-2a00722eef4f,27f103ce-3a85-4e92-87df-3b2d0c9ecd5c,vestibulum ante ipsum primis in,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,SINGLE_CHOICE,BUSINESS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
0fb89ba5-fca2-4ce7-9c94-0b8e4fc5faa1,39dce8ca-c0f8-4ea4-8434-2c3f143ec862,odio elementum eu interdum eu tincidunt,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,MULTIPLE_CHOICE,COMMUNITY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
5c21a3ae-5bbe-4627-bc86-52955f4d531c,68f4ed67-d119-41ff-a851-c59069aefdcf,massa donec dapibus duis at velit eu est congue elementum,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,MULTIPLE_CHOICE,EDUCATION,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
8f6ef01a-7079-40c2-a9c7-43d35af36226,72137c9f-2c54-495a-b229-ac1e2d74370f,quisque ut erat curabitur gravida nisi at nibh in,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,MULTIPLE_CHOICE,EVENTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
af91d5f7-463a-4180-a9ba-1501e4c1519a,73d7507e-8b08-44be-990d-88a10fcbcb0b,justo pellentesque viverra pede ac,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,MULTIPLE_CHOICE,EVENTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
253bbc06-3e56-42b3-b5c1-34bb1d0d2204,ed124267-6c40-49c4-bc30-480908cd2412,quis orci nullam molestie nibh in lectus pellentesque at,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,MULTIPLE_CHOICE,ENTERTAINMENT,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
d4c4acaa-a968-4208-8ac6-534e4134140e,e7ab2796-8489-4e4b-a8b8-6ee4a36c0385,tellus nisi eu orci mauris lacinia sapien,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac,MULTIPLE_CHOICE,BUSINESS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
3e8035ee-0a1c-4370-ba7a-0f4c3e56d384,142245bf-5149-40de-93d6-e470ee272dd9,potenti in eleifend quam a odio,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,SINGLE_CHOICE,LIFESTYLE,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
baebd4a6-c528-4e3e-9806-f3dd8665616f,1ce8c047-aaf1-45ce-87f6-5401c4ac4c4d,odio elementum eu interdum eu tincidunt,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,MULTIPLE_CHOICE,LIFESTYLE,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
96c2a0fa-2a49-4ca7-bed7-fc65fbc71d8d,9a8b064f-3b92-4c89-be5e-524fd0da4893,ipsum aliquam non mauris morbi non lectus,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,MULTIPLE_CHOICE,BUSINESS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
9b7af529-138a-48e9-8f1f-2bdc7c8a7b3c,a957c742-f069-46b6-8e38-74d33647c537,nibh in hac habitasse platea dictumst aliquam,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas,MULTIPLE_CHOICE,LIFESTYLE,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
a7290955-9bf5-4651-8098-85317096af79,27e89abb-d08b-48a7-ad0f-5cc679c75ee5,massa quis augue luctus tincidunt nulla mollis molestie,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices,MULTIPLE_CHOICE,COMMUNITY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
cebbe64b-4130-4778-beaf-0b115b5db2e3,fbc50e23-499b-4705-9033-e984f39a7d2d,ac lobortis vel dapibus at diam nam tristique tortor,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,MULTIPLE_CHOICE,BUSINESS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
db342805-95b6-444b-95bf-2a98ae5a5348,a59cc871-a26b-4a4c-973c-050a4efb1e8f,curabitur gravida nisi at nibh in,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,SINGLE_CHOICE,ENTERTAINMENT,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
4a54c1f1-e471-4ae3-9e2d-386b9fbf4182,c0a8ec8f-50c9-463a-a0a2-f0181782a34a,integer ac neque duis bibendum morbi non quam nec,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,SINGLE_CHOICE,LIFESTYLE,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
acdd4dae-b0bb-4948-882e-41a248fd883d,1c307d66-fbae-4c24-a7da-d521fb6c2b9e,nibh in lectus pellentesque at,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,SINGLE_CHOICE,COMMUNITY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
bbbef784-bdc7-4855-bca9-f1daf6059cbb,1f88d25e-7c85-4da4-8ad6-9f82b43dcd81,cum sociis natoque penatibus et magnis dis parturient montes,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,MULTIPLE_CHOICE,EDUCATION,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
c6fef462-2abe-4748-ab6a-c375c1157a8d,43bc2b84-a0a9-4758-8dbd-9f44d6251383,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,SINGLE_CHOICE,BUSINESS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
cefaa6e1-8701-434d-81af-2927b9498832,ed13c5b9-4c7b-41f8-b4a6-75a052bf6be2,ultrices mattis odio donec vitae nisi nam,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio,MULTIPLE_CHOICE,BUSINESS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
